Governorate,district,psu,Location.Name,popgroup,pop,stratum
Anbar,heet,2107026,Al-Khaldiyah,idp_out_camp,24,heetidp_out_camp
Anbar,heet,2107030,Al-Mujama Al-Sakani,idp_out_camp,15,heetidp_out_camp
Anbar,heet,2107031,Al-Qalqalah,idp_out_camp,72,heetidp_out_camp
Anbar,heet,2107045,Hay al Jury,idp_out_camp,8,heetidp_out_camp
Anbar,heet,2107053,Hay Al-Jabal,idp_out_camp,9,heetidp_out_camp
Anbar,heet,2107067,Mualmeen,idp_out_camp,94,heetidp_out_camp
Anbar,al.ramadi,2108001,5 Kilo,idp_out_camp,129,al.ramadiidp_out_camp
Anbar,al.ramadi,2108005,7 Killo-al-mojamaa al-sakany,idp_out_camp,98,al.ramadiidp_out_camp
Anbar,al.ramadi,2108006,Abu Fless,idp_out_camp,57,al.ramadiidp_out_camp
Anbar,al.ramadi,2108007,Al Khulafaa,idp_out_camp,24,al.ramadiidp_out_camp
Anbar,al.ramadi,2108011,Al Sofeya,idp_out_camp,225,al.ramadiidp_out_camp
Anbar,al.ramadi,2108013,Al Urobah,idp_out_camp,12,al.ramadiidp_out_camp
Anbar,al.ramadi,2108017,Al-Jeraishi,idp_out_camp,75,al.ramadiidp_out_camp
Anbar,al.ramadi,2108024,Hay Al-Salam,idp_out_camp,15,al.ramadiidp_out_camp
Anbar,al.falluja,2108025,Hay Al-Umal,idp_out_camp,20,al.fallujaidp_out_camp
Anbar,al.ramadi,2108027,Qadisiya-1,idp_out_camp,87,al.ramadiidp_out_camp
Anbar,al.ramadi,2108030,Warar,idp_out_camp,140,al.ramadiidp_out_camp
Dahuk,duhok,1102060,Baroshka Saadin,idp_out_camp,27,duhokidp_out_camp
Babylon,al.mussyab,2202001,Abo Luka,idp_out_camp,95,al.mussyabidp_out_camp
Babylon,al.mussyab,2202002,Al Abtan,idp_out_camp,45,al.mussyabidp_out_camp
Babylon,al.mussyab,2202004,Al Ghadeer 2,idp_out_camp,65,al.mussyabidp_out_camp
Babylon,al.mussyab,2202007,Al Hamiyah-Oayef village,idp_out_camp,94,al.mussyabidp_out_camp
Dahuk,al.amadiya,1101010,Kaniya Mala,idp_out_camp,24,al.amadiyaidp_out_camp
Dahuk,sumail,1103001,Avro City,idp_out_camp,1184,sumailidp_out_camp
Babylon,al.mahmoudiya,2202017,Al-Jazirah-Al Eskandariya,idp_out_camp,37,al.mahmoudiyaidp_out_camp
Babylon,al.mussyab,2202024,Hay Aday-Al Eskandariya,idp_out_camp,102,al.mussyabidp_out_camp
Babylon,al.mussyab,2202026,Hay Al Ataba,idp_out_camp,235,al.mussyabidp_out_camp
Dahuk,sumail,1103002,Bajit Kandala,idp_out_camp,109,sumailidp_out_camp
Babylon,al.mussyab,2202029,Hay Al Ghadeer 4,idp_out_camp,77,al.mussyabidp_out_camp
Babylon,al.mussyab,2202037,Hay Alaskary-AlThaghet,idp_out_camp,112,al.mussyabidp_out_camp
Babylon,al.mussyab,2202049,Hitten Complex,idp_out_camp,18,al.mussyabidp_out_camp
Babylon,al.mussyab,2202050,Hur Husaein,idp_out_camp,47,al.mussyabidp_out_camp
Babylon,al.mussyab,2202061,Al Hamiyah Al Sheab Village,idp_out_camp,103,al.mussyabidp_out_camp
Babylon,al.mussyab,2202072,Albo Hamdan,idp_out_camp,33,al.mussyabidp_out_camp
Ninewa,al.mosul,2706159,Al-Areej Village,returnee,3000,al.mosulreturnee
Anbar,al.falluja,2105027,Albu Aifan,returnee,831,al.fallujareturnee
Ninewa,al.hatra,2706177,Qabr bin Naif Village,returnee,104,al.hatrareturnee
Anbar,al.falluja,2105028,Albu Alwan,returnee,1349,al.fallujareturnee
Ninewa,al.mosul,2706199,Bahzani,returnee,3120,al.mosulreturnee
Ninewa,al.mosul,2706228,Al-rabaa Village,returnee,60,al.mosulreturnee
Ninewa,tilkaef,2706235,Tel Al-raes Al-thania Village,returnee,1203,tilkaefreturnee
Anbar,al.falluja,2105034,Albu Khanfar,returnee,2216,al.fallujareturnee
Ninewa,al.mosul,2706266,Al-Rabeea,returnee,815,al.mosulreturnee
Erbil,makhmour,1204031,Abu Sheta,returnee,828,makhmourreturnee
Anbar,al.falluja,2105037,Albu Shihab,returnee,1058,al.fallujareturnee
Ninewa,al.mosul,2706286,Al-Mayasa,returnee,229,al.mosulreturnee
Ninewa,al.mosul,2706302,Tal Khayma Village,returnee,151,al.mosulreturnee
Anbar,al.falluja,2105044,Al-jamhuriya,returnee,2356,al.fallujareturnee
Anbar,al.falluja,2105045,Al-Julan,returnee,2997,al.fallujareturnee
Ninewa,sinjar,2707001,Hay Al Naser,returnee,85,sinjarreturnee
Ninewa,sinjar,2707005,Sinuni center,returnee,900,sinjarreturnee
Ninewa,sinjar,2707006,Dokri,returnee,500,sinjarreturnee
Erbil,makhmour,1204032,Kapran,returnee,442,makhmourreturnee
Anbar,al.kadhmiyah,2105052,Al-Shurtan,returnee,117,al.kadhmiyahreturnee
Ninewa,sinjar,2707007,Dohola ,returnee,850,sinjarreturnee
Ninewa,sinjar,2707008,Borek,returnee,1900,sinjarreturnee
Ninewa,sinjar,2707009,Guhbal and shorka,returnee,550,sinjarreturnee
Ninewa,sinjar,2707021,Balif,returnee,107,sinjarreturnee
Ninewa,sinjar,2707030,Bir Adam,returnee,12,sinjarreturnee
Ninewa,sinjar,2707038,Zorava and zirwa,returnee,731,sinjarreturnee
Ninewa,sinjar,2707056,Golat,returnee,320,sinjarreturnee
Ninewa,sinjar,2707058,Sibaya Ammash Village,returnee,60,sinjarreturnee
Anbar,al.falluja,2105057,Halabsa-Falluja,returnee,2169,al.fallujareturnee
Ninewa,sinjar,2707062,Khazoga,returnee,170,sinjarreturnee
Ninewa,telafar,2708011,Qasabat Zummar,returnee,4050,telafarreturnee
Anbar,al.falluja,2105060,Luhib,returnee,865,al.fallujareturnee
Ninewa,telafar,2708026,Hay Al Askari,returnee,1318,telafarreturnee
Ninewa,telafar,2708027,Hay Al Arbaeen,returnee,161,telafarreturnee
Ninewa,telafar,2708028,Hay Alasreya,returnee,506,telafarreturnee
Ninewa,telafar,2708032,Hay Al Qadisya,returnee,407,telafarreturnee
Ninewa,telafar,2708033,Hay Al Salam,returnee,605,telafarreturnee
Ninewa,telafar,2708035,Jussa,returnee,375,telafarreturnee
Ninewa,telafar,2708044,Msherfa Village,returnee,416,telafarreturnee
Ninewa,telafar,2708050,Tal Mus,returnee,850,telafarreturnee
Anbar,al.falluja,2105065,Qaryat Albu Hadid Al-Nasir,returnee,1748,al.fallujareturnee
Ninewa,telafar,2708107,Sahlij,returnee,210,telafarreturnee
Anbar,al.falluja,2105083,Hay Al Askari,returnee,3545,al.fallujareturnee
Ninewa,telafar,2708128,Al-Qadisiya Alawla,returnee,627,telafarreturnee
Ninewa,telafar,2708137,Hay Al jazira,returnee,1515,telafarreturnee
Ninewa,telafar,2708138,Hay Al khadraa,returnee,991,telafarreturnee
Ninewa,telafar,2708143,Hay Alkefah al jenobi,returnee,1700,telafarreturnee
Anbar,al.falluja,2105086,Hay Al Shuhadaa,returnee,2875,al.fallujareturnee
Ninewa,telafar,2708168,Sahl Al Milhah Village,returnee,195,telafarreturnee
Ninewa,tilkaef,2709004,Al Quba,returnee,3600,tilkaefreturnee
Ninewa,tilkaef,2709010,Baawiza,returnee,930,tilkaefreturnee
Ninewa,tilkaef,2709015,Der Umtutha,returnee,450,tilkaefreturnee
Ninewa,tilkaef,2709040,wanna center,returnee,1875,tilkaefreturnee
Ninewa,tilkaef,2709045,Tallsquf,returnee,618,tilkaefreturnee
Ninewa,tilkaef,2709052,Mosul Dam,returnee,665,tilkaefreturnee
Ninewa,tilkaef,2709060,Sada Area,returnee,1605,tilkaefreturnee
Ninewa,tilkaef,2709075,Felfel,returnee,370,tilkaefreturnee
Anbar,al.falluja,2105093,Al Daffar,returnee,1000,al.fallujareturnee
Salah al-Din,al.daur,2801001,Al-Khadhra area,returnee,637,al.daurreturnee
Salah al-Din,al.daur,2801013,Al Asriyah village,returnee,253,al.daurreturnee
Salah al-Din,al.daur,2801015,Al Mujammaa Al Sakani,returnee,2826,al.daurreturnee
Salah al-Din,al.daur,2801016,Hay Abu Dalaf,returnee,1485,al.daurreturnee
Salah al-Din,al.daur,2801017,Hay Al Aboor,returnee,910,al.daurreturnee
Salah al-Din,al.daur,2801018,Hay Al Askri,returnee,831,al.daurreturnee
Salah al-Din,al.daur,2801020,Hay Al Sharqiyah,returnee,586,al.daurreturnee
Salah al-Din,al.daur,2801021,Hay Tal Al Banat,returnee,1219,al.daurreturnee
Salah al-Din,al.daur,2801022,Hay Al Qadisiah,returnee,748,al.daurreturnee
Salah al-Din,al.shirqat,2802007,Hay Al Jumiala,returnee,1353,al.shirqatreturnee
Salah al-Din,beygee,2802012,Awad Al Tawee complex,returnee,264,beygeereturnee
Salah al-Din,al.shirqat,2802013,Baaja,returnee,559,al.shirqatreturnee
Salah al-Din,al.shirqat,2802016,Hay Al Qasbah,returnee,873,al.shirqatreturnee
Salah al-Din,al.shirqat,2802025,Qaryat Al Sabkha,returnee,363,al.shirqatreturnee
Salah al-Din,al.shirqat,2802029,Tulul Baq,returnee,512,al.shirqatreturnee
Salah al-Din,al.shirqat,2802034,Hay Al-Khasim Al-Qadem village,returnee,721,al.shirqatreturnee
Salah al-Din,al.shirqat,2802039,Al-Ayitha Village,returnee,436,al.shirqatreturnee
Salah al-Din,al.shirqat,2802041,Hay Al-noor,returnee,376,al.shirqatreturnee
Salah al-Din,al.shirqat,2802046,Sudayrah Tak Tak Village,returnee,997,al.shirqatreturnee
Salah al-Din,al.shirqat,2802047,Sudayrah Aulya Village,returnee,1712,al.shirqatreturnee
Salah al-Din,al.shirqat,2802048,Sudayrah Westa Village,returnee,1081,al.shirqatreturnee
Salah al-Din,beygee,2802049,Al-Salman village,returnee,940,beygeereturnee
Salah al-Din,al.shirqat,2802052,Al-Mashhad Village,returnee,757,al.shirqatreturnee
Anbar,haditha,2106004,Al Khansaa,returnee,494,hadithareturnee
Anbar,haditha,2106007,Albu Hayat,returnee,613,hadithareturnee
Salah al-Din,al.shirqat,2802068,Anig Al-Hawa village,returnee,409,al.shirqatreturnee
Salah al-Din,beygee,2803001,Al Mushhaq Village,returnee,882,beygeereturnee
Salah al-Din,samarra,2803002,Al Namel Village,returnee,260,samarrareturnee
Salah al-Din,daquq,2803006,Hay Tal Al Zatar-mahalla 219,returnee,407,daquqreturnee
Salah al-Din,beygee,2803010,Qaryat Al Sareen,returnee,650,beygeereturnee
Salah al-Din,beygee,2803014,Hay Alasmida,returnee,175,beygeereturnee
Anbar,haditha,2106009,Al-Mutanabi,returnee,617,hadithareturnee
Salah al-Din,beygee,2803017,Al Hejaj Village-13,returnee,1931,beygeereturnee
Salah al-Din,beygee,2803022,Al-Zweeyah Village ,returnee,2182,beygeereturnee
Salah al-Din,beygee,2803023,Al-asry Al-Jnoby neighborhood,returnee,413,beygeereturnee
Anbar,haditha,2106011,Bani Dahir,returnee,433,hadithareturnee
Salah al-Din,beygee,2803029,Hay Altameem,returnee,570,beygeereturnee
Salah al-Din,beygee,2803032,Hay Alrisalah,returnee,375,beygeereturnee
Salah al-Din,beygee,2803037,Sheik Ali village,returnee,270,beygeereturnee
Salah al-Din,beygee,2803040,Alharejiya village,returnee,196,beygeereturnee
Anbar,haditha,2106014,Haqlaniyah-Al shuhadaa,returnee,577,hadithareturnee
Salah al-Din,balad,2804005,Albu Jewari,returnee,513,baladreturnee
Salah al-Din,balad,2804006,Al-Duloeyah-Hay Al Jubor,returnee,375,baladreturnee
Salah al-Din,balad,2804016,Al-Juboor Village,returnee,540,baladreturnee
Salah al-Din,balad,2804018,Yathrib sub distrct ,returnee,4884,baladreturnee
Salah al-Din,balad,2804021,Al_Farhateya village,returnee,420,baladreturnee
Salah al-Din,balad,2804023,Sinjaar,returnee,487,baladreturnee
Anbar,haditha,2106015,Hay Al Askary,returnee,451,hadithareturnee
Salah al-Din,balad,2804026,Aziz Balad,returnee,572,baladreturnee
Salah al-Din,balad,2805008,Bezna Village,returnee,543,baladreturnee
Salah al-Din,samarra,2806006,Al Sayoya-Mahala 1,returnee,312,samarrareturnee
Salah al-Din,samarra,2806007,Al_Jazera,returnee,2103,samarrareturnee
Salah al-Din,samarra,2806008,Al-Abasiya Village,returnee,488,samarrareturnee
Salah al-Din,samarra,2806010,Al-Hewaish area,returnee,798,samarrareturnee
Salah al-Din,samarra,2806037,Al-Tresha-Albu Fahed,returnee,372,samarrareturnee
Salah al-Din,samarra,2806039,Al-Tresha-Albu Shatb,returnee,230,samarrareturnee
Salah al-Din,samarra,2806048,Al-Jillam area,returnee,935,samarrareturnee
Anbar,haditha,2106017,Hay Al Haqlaniyah Qadim,returnee,368,hadithareturnee
Salah al-Din,samarra,2806050,Hawi Albsat,returnee,507,samarrareturnee
Salah al-Din,samarra,2806053,Mahalla Makeshfa,returnee,2935,samarrareturnee
Salah al-Din,al.khalis,2806055,Banat Al-hassan village,returnee,287,al.khalisreturnee
Salah al-Din,tikrit,2808001,Al Ahad Al Jadid village,returnee,750,tikritreturnee
Salah al-Din,tikrit,2808002,Hay Al Askari,returnee,292,tikritreturnee
Anbar,haditha,2106020,Hay Al Rifay,returnee,247,hadithareturnee
Salah al-Din,tikrit,2808016,Hay Al sinay-Al samad,returnee,765,tikritreturnee
Salah al-Din,tikrit,2808024,Sadayrat Abo Ajeel,returnee,1481,tikritreturnee
Salah al-Din,tikrit,2808047,Al Zallayah village,returnee,1268,tikritreturnee
Salah al-Din,tikrit,2808058,Hay Salma Altaghlubia,returnee,728,tikritreturnee
Salah al-Din,tikrit,2808061,Qadisya 1 Mahala 214,returnee,2152,tikritreturnee
Salah al-Din,tikrit,2808062,Qadisya 2 Mahala 216,returnee,2268,tikritreturnee
Salah al-Din,tikrit,2808063,Tal-Al Sibaat Village,returnee,530,tikritreturnee
Salah al-Din,tikrit,2808074,Hay Al-Tajneed,returnee,270,tikritreturnee
Anbar,haditha,2106038,Hay Al-Subhani,returnee,162,hadithareturnee
Salah al-Din,tikrit,2808081,Hay Al Dhubbat,returnee,800,tikritreturnee
Salah al-Din,tikrit,2808085,Al-Dibsa Village,returnee,335,tikritreturnee
Salah al-Din,tooz.khurmato,2809004,Hay Garmian,returnee,160,tooz.khurmatoreturnee
Salah al-Din,tooz.khurmato,2809005,Hay Komari-120,returnee,2486,tooz.khurmatoreturnee
Salah al-Din,tooz.khurmato,2809007,Hay Rizgari-114,returnee,1220,tooz.khurmatoreturnee
Salah al-Din,tooz.khurmato,2809015,Markaz Tooz-Hay Brayati,returnee,196,tooz.khurmatoreturnee
Salah al-Din,tooz.khurmato,2809023,Brawchili village,returnee,351,tooz.khurmatoreturnee
Salah al-Din,tooz.khurmato,2809025,Hay Al-Askary,returnee,85,tooz.khurmatoreturnee
Salah al-Din,tooz.khurmato,2809027,Hay Al-Nasr,returnee,45,tooz.khurmatoreturnee
Salah al-Din,tooz.khurmato,2809058,Sulayman Beg sub district center,returnee,735,tooz.khurmatoreturnee
Salah al-Din,tooz.khurmato,2809059,Al-Salam Village,returnee,50,tooz.khurmatoreturnee
Anbar,heet,2107001,Abu Tibban,returnee,1168,heetreturnee
Anbar,heet,2107004,Al Baker,returnee,908,heetreturnee
Anbar,heet,2107016,Al Salkah,returnee,1165,heetreturnee
Anbar,heet,2107030,Al-Mujama Al-Sakani,returnee,660,heetreturnee
Anbar,heet,2107031,Al-Qalqalah,returnee,1710,heetreturnee
Anbar,heet,2107034,Al-Sikak,returnee,756,heetreturnee
Anbar,heet,2107047,Hay Al Mamoun,returnee,1104,heetreturnee
Anbar,heet,2107054,Hay Al-jamyah 2,returnee,1481,heetreturnee
Anbar,heet,2107062,Heet-Maskhan,returnee,642,heetreturnee
Anbar,heet,2107067,Mualmeen,returnee,1554,heetreturnee
Erbil,makhmour,1204004,Gwer,returnee,1824,makhmourreturnee
Anbar,heet,2107074,Tal aswad,returnee,361,heetreturnee
Anbar,heet,2107075,The first jamaiya,returnee,1567,heetreturnee
Anbar,heet,2107081,Hay Al-Askari,returnee,718,heetreturnee
Anbar,heet,2107082,Hay Al-Khudhir,returnee,913,heetreturnee
Anbar,al.ramadi,2108001,5 Kilo,returnee,1389,al.ramadireturnee
Anbar,al.ramadi,2108005,7 Killo-al-mojamaa al-sakany,returnee,512,al.ramadireturnee
Anbar,al.ramadi,2108009,Al Sajariyah,returnee,1781,al.ramadireturnee
Anbar,al.ramadi,2108011,Al Sofeya,returnee,1807,al.ramadireturnee
Anbar,al.ramadi,2108012,Al Soora,returnee,1634,al.ramadireturnee
Anbar,al.ramadi,2108033,Al Aadil,returnee,1341,al.ramadireturnee
Anbar,al.ramadi,2108037,Al Katanah,returnee,1881,al.ramadireturnee
Anbar,al.ramadi,2108038,Al-Shareka,returnee,2369,al.ramadireturnee
Anbar,al.ramadi,2108039,Al-Thilah,returnee,1994,al.ramadireturnee
Anbar,al.ramadi,2108041,Hay Al Malab,returnee,2007,al.ramadireturnee
Anbar,al.ramadi,2108046,The modern village,returnee,3799,al.ramadireturnee
Anbar,al.kaim,2101004,Al Rumanah Al Gharbiyah,returnee,177,al.kaimreturnee
Anbar,al.ramadi,2108057,Al Hooz,returnee,1973,al.ramadireturnee
Anbar,al.kaim,2101006,Al Ubaydi-1,returnee,350,al.kaimreturnee
Baghdad,al.mahmoudiya,2301064,Al Mahasna village ,returnee,406,al.mahmoudiyareturnee
Anbar,al.kaim,2101007,Al Ubaydi-2,returnee,184,al.kaimreturnee
Baghdad,al.mahmoudiya,2301080,Al Masara village,returnee,135,al.mahmoudiyareturnee
Baghdad,al.mahmoudiya,2301087,Al Mamier village,returnee,100,al.mahmoudiyareturnee
Baghdad,al.kadhmiyah,2301091,Majad Al Draa village,returnee,102,al.kadhmiyahreturnee
Baghdad,al.kadhmiyah,2301092,18 Al Sadan village,returnee,97,al.kadhmiyahreturnee
Baghdad,al.kadhmiyah,2301093,Al Shoker village,returnee,44,al.kadhmiyahreturnee
Baghdad,al.kadhmiyah,2306063,Sabea Al Buor-14000,returnee,311,al.kadhmiyahreturnee
Erbil,makhmour,1204011,Shahidan,returnee,430,makhmourreturnee
Baghdad,al.kadhmiyah,2306073,Sabea Al Buor-8000,returnee,238,al.kadhmiyahreturnee
Anbar,al.kaim,2101011,Al-Amen,returnee,228,al.kaimreturnee
Baghdad,al.mahmoudiya,2309056,Shaka-3,returnee,89,al.mahmoudiyareturnee
Baghdad,al.mussyab,2309060,Faheel Am Al Jaeer village ,returnee,411,al.mussyabreturnee
Baghdad,al.mahmoudiya,2309064,Hay Al Dobat(Al kragolyia),returnee,210,al.mahmoudiyareturnee
Anbar,al.kaim,2101012,Albu Hardan,returnee,145,al.kaimreturnee
Baghdad,al.mahmoudiya,2309068,Hay Al Shuhada(Al kragolyia),returnee,1050,al.mahmoudiyareturnee
Baghdad,al.mahmoudiya,2309075,Albo Awasj village,returnee,615,al.mahmoudiyareturnee
Baghdad,al.mahmoudiya,2309078,Al Azam village-Mukhata 17,returnee,175,al.mahmoudiyareturnee
Baghdad,al.mahmoudiya,2309089,Al Azez Al Ghaffar-(Al Jomblatiya Southern),returnee,120,al.mahmoudiyareturnee
Baghdad,al.mahmoudiya,2309094,Al Motokal village-(Al Jomblatiya Northern),returnee,175,al.mahmoudiyareturnee
Baghdad,al.mahmoudiya,2309095,Al Abraar village-(Al Jomblatiya Northern),returnee,300,al.mahmoudiyareturnee
Baghdad,al.mahmoudiya,2309096,Al Forat l village-(Al Harkawi Southern),returnee,270,al.mahmoudiyareturnee
Baghdad,al.mahmoudiya,2309100,Albu Moufarrej Village,returnee,350,al.mahmoudiyareturnee
Baghdad,al.mahmoudiya,2309102,Killo-5,returnee,90,al.mahmoudiyareturnee
Baghdad,al.kadhmiyah,2310017,Nadeem-1 Village,returnee,72,al.kadhmiyahreturnee
Baghdad,al.kadhmiyah,2310020,14 Abar village 5,returnee,94,al.kadhmiyahreturnee
Baghdad,al.kadhmiyah,2310023,Jasim Mohamed Khalf villge,returnee,49,al.kadhmiyahreturnee
Baghdad,al.kadhmiyah,2310028,Alo Khtaia village,returnee,81,al.kadhmiyahreturnee
Anbar,al.kaim,2101017,Hay Al Askary,returnee,227,al.kaimreturnee
Baghdad,al.kadhmiyah,2310033,7 Mijman-Tal al Tassa village,returnee,48,al.kadhmiyahreturnee
Baghdad,al.kadhmiyah,2310034,15 Masaaod-Al Anaz village,returnee,61,al.kadhmiyahreturnee
Anbar,al.kaim,2101018,Hay Al Rashid,returnee,240,al.kaimreturnee
Diyala,al.khalis,2401021,Al-Sadah Village,returnee,230,al.khalisreturnee
Diyala,al.khalis,2401029,Dawod Al-Salom village,returnee,164,al.khalisreturnee
Diyala,al.khalis,2401048,Al Aqssa Village,returnee,180,al.khalisreturnee
Diyala,al.khalis,2401049,Bizayiz Sherwin Village,returnee,272,al.khalisreturnee
Anbar,al.kaim,2101019,Hay Al Sham,returnee,204,al.kaimreturnee
Diyala,al.khalis,2401057,Habib Al Abdulla Village,returnee,549,al.khalisreturnee
Erbil,makhmour,1204016,Kurdistan ,returnee,167,makhmourreturnee
Diyala,al.khalis,2401063,Dalli Abass-The Old Qtr,returnee,455,al.khalisreturnee
Diyala,al.khalis,2401064,Dalli Abass-Al Rasheed Qtr,returnee,373,al.khalisreturnee
Diyala,al.khalis,2401068,Mohammed Ali Village,returnee,250,al.khalisreturnee
Anbar,al.kaim,2101023,Hay Al-Athar,returnee,326,al.kaimreturnee
Diyala,al.khalis,2401093,Ein Layla village,returnee,100,al.khalisreturnee
Diyala,al.khalis,2401107,Mansouriyat Al Gabal,returnee,1310,al.khalisreturnee
Diyala,al.khalis,2401109,Al Idhem Center,returnee,995,al.khalisreturnee
Diyala,samarra,2401114,Albo Sarah Village,returnee,38,samarrareturnee
Anbar,al.kaim,2101026,Hay Al-Makarim,returnee,285,al.kaimreturnee
Diyala,al.khalis,2401130,Albo Baker,returnee,145,al.khalisreturnee
Diyala,al.muqdadiya,2402006,Al Aali Village,returnee,326,al.muqdadiyareturnee
Anbar,al.kaim,2101028,Hay Al-Yarmook,returnee,229,al.kaimreturnee
Diyala,al.muqdadiya,2402009,A Hammadi Village,returnee,169,al.muqdadiyareturnee
Diyala,al.muqdadiya,2402010,Al Igaidat Village,returnee,56,al.muqdadiyareturnee
Diyala,al.muqdadiya,2402012,Al Lihayb Village,returnee,209,al.muqdadiyareturnee
Diyala,al.khalis,2402016,Al Shekha Village,returnee,151,al.khalisreturnee
Diyala,al.muqdadiya,2402018,Al Somood Qtr,returnee,160,al.muqdadiyareturnee
Anbar,al.kaim,2101029,Sadah,returnee,231,al.kaimreturnee
Diyala,al.muqdadiya,2402019,AlTaiha Qtr,returnee,312,al.muqdadiyareturnee
Diyala,al.muqdadiya,2402020,Al Tinaira Village,returnee,138,al.muqdadiyareturnee
Diyala,al.muqdadiya,2402027,Al Mataar Qtr,returnee,380,al.muqdadiyareturnee
Anbar,al.kaim,2101030,Wazeeriya,returnee,255,al.kaimreturnee
Diyala,al.muqdadiya,2402031,Hembes Village,returnee,203,al.muqdadiyareturnee
Diyala,al.muqdadiya,2402032,Imam Talib Village,returnee,260,al.muqdadiyareturnee
Diyala,al.muqdadiya,2402037,Nofal village,returnee,498,al.muqdadiyareturnee
Erbil,makhmour,1204017,Sherwany,returnee,337,makhmourreturnee
Diyala,al.muqdadiya,2402052,Al Bayat Village,returnee,51,al.muqdadiyareturnee
Diyala,al.muqdadiya,2402053,Al Mahata Village,returnee,125,al.muqdadiyareturnee
Diyala,khanaqin,2405072,Al Husaini Village,returnee,220,khanaqinreturnee
Diyala,khanaqin,2405084,Said Ahmed Village,returnee,67,khanaqinreturnee
Diyala,khanaqin,2405087,17Tamooz Qtr,returnee,378,khanaqinreturnee
Diyala,khanaqin,2405090,Al Rabe Al Thaniya Qtr,returnee,256,khanaqinreturnee
Diyala,khanaqin,2405096,Al Shuhada Qtr,returnee,300,khanaqinreturnee
Diyala,khanaqin,2405097,Al Jamahir Qtr,returnee,300,khanaqinreturnee
Anbar,al.kaim,2101036,Al Baghoz village ,returnee,119,al.kaimreturnee
Diyala,khanaqin,2405103,Alkhadra Qtr Sector 2,returnee,280,khanaqinreturnee
Diyala,khanaqin,2405107,Al Oroba Qtr Sector 3,returnee,200,khanaqinreturnee
Anbar,al.rutba,2102001,Al Askaree,returnee,215,al.rutbareturnee
Diyala,khanaqin,2405113,Al Jamahir Qtr Sector 4,returnee,370,khanaqinreturnee
Diyala,khanaqin,2405115,Al Jamahir Qtr Sector 6,returnee,325,khanaqinreturnee
Diyala,khanaqin,2405116,Al Shuhada Qtr Sector 2,returnee,320,khanaqinreturnee
Diyala,khanaqin,2405117,Al Shuhada Qtr Sector 3,returnee,320,khanaqinreturnee
Anbar,al.rutba,2102002,Al Haara,returnee,536,al.rutbareturnee
Diyala,khanaqin,2405120,Al Shuhada Qtr Sector 6,returnee,475,khanaqinreturnee
Diyala,khanaqin,2405123,Al Wehdaa Qtr Sector 4,returnee,325,khanaqinreturnee
Anbar,al.rutba,2102006,Al Wadi,returnee,344,al.rutbareturnee
Anbar,al.rutba,2102007,Al-Daraemah Village,returnee,412,al.rutbareturnee
Anbar,al.rutba,2102008,Antesar,returnee,983,al.rutbareturnee
Kirkuk,al.hawiga,2601011,Al-zab,returnee,1510,al.hawigareturnee
Kirkuk,al.hawiga,2601022,Helwa Olia,returnee,465,al.hawigareturnee
Kirkuk,al.hawiga,2601024,Hilwa middle,returnee,680,al.hawigareturnee
Erbil,makhmour,1204018,Saray(markez bazar),returnee,540,makhmourreturnee
Anbar,al.rutba,2102010,Germany Company Location,returnee,227,al.rutbareturnee
Kirkuk,al.hawiga,2601030,Qadissiya-101,returnee,180,al.hawigareturnee
Kirkuk,al.hawiga,2601034,Shamitt Village,returnee,1560,al.hawigareturnee
Kirkuk,al.hawiga,2601039,Al-Abassy center,returnee,1510,al.hawigareturnee
Anbar,al.rutba,2102011,Gharb Al-Wadi,returnee,751,al.rutbareturnee
Anbar,al.rutba,2102014,Hay Al Meethagh,returnee,443,al.rutbareturnee
Anbar,al.rutba,2102016,Hay Al-Matar,returnee,689,al.rutbareturnee
Kirkuk,al.hawiga,2601062,Al-Khatoonia,returnee,55,al.hawigareturnee
Kirkuk,al.hawiga,2601063,Hawd Sittah village,returnee,775,al.hawigareturnee
Anbar,al.rutba,2102021,Rumilah Village,returnee,75,al.rutbareturnee
Kirkuk,al.hawiga,2601072,Namisa Village,returnee,260,al.hawigareturnee
Kirkuk,al.hawiga,2601078,Shamllan village,returnee,89,al.hawigareturnee
Anbar,ana,2103001,Al bor (Shishan),returnee,164,anareturnee
Kirkuk,al.hawiga,2601083,Digail Village,returnee,25,al.hawigareturnee
Anbar,ana,2103003,Al Tadamon,returnee,240,anareturnee
Kirkuk,al.hawiga,2601102,Hay Al-Nasir ( Hawija ),returnee,130,al.hawigareturnee
Anbar,ana,2103004,Al-Awany Village,returnee,124,anareturnee
Anbar,ana,2103005,Hay Al Nasir,returnee,234,anareturnee
Kirkuk,al.hawiga,2601123,Al Manzala Village,returnee,55,al.hawigareturnee
Erbil,makhmour,1204019,Bndiyan,returnee,262,makhmourreturnee
Anbar,ana,2103006,Hay Al Qadissiyah,returnee,207,anareturnee
Anbar,ana,2103007,Hay Al Salam,returnee,188,anareturnee
Kirkuk,daquq,2602005,Fareeq Awa,returnee,120,daquqreturnee
Kirkuk,daquq,2602006,Hay Al Motajawizeen,returnee,80,daquqreturnee
Kirkuk,daquq,2602021,Arab Koy village,returnee,70,daquqreturnee
Kirkuk,daquq,2602024,Hay Gulan,returnee,90,daquqreturnee
Kirkuk,daquq,2602027,Khaled bin Waleed village,returnee,85,daquqreturnee
