,id_sampl,Survey,strata,psu,DTM.Round,Place.ID,Governorate,District,Location.Name,Arabic.Name,Latitude,Longitude,pop,COD_Subdistrict,COD_Governorate,SumDist,proba,survey_buffer
53,id_1411,18,Al-Karkh,2307099,109,21452,Baghdad,Karkh,Al Amerya-636,العامرية-636,33.29844794,44.27924451,252,Al-Mansour,Baghdad,3671,0.068646145,19
54,id_1412,6,Al-Karkh,2307100,109,21449,Baghdad,Karkh,Al Amerya-638,العامرية-638,33.29411189,44.28511482,146,Al-Mansour,Baghdad,3671,0.03977118,7
55,id_142,18,Zakho,1104013,109,8084,Dahuk,Zakho,Darkar,دركار,37.19770731,42.8212417,304,Dercar,Duhok,8749,0.034746828,19
56,id_1420,6,Al-Karkh,2307110,109,24067,Baghdad,Karkh,Hay Al Adil-657,حي العدل-657,33.33102594,44.31236784,22,Al-Mansour,Baghdad,3671,0.005992917,7
57,id_1431,18,Al-Risafa,2307124,109,21745,Baghdad,Karkh,Al Karkh-212,الكرخ-212,33.33903593,44.38290393,28,Al-Karrada Al-Sharqia,Baghdad,552,0.050724638,19
58,id_144,12,Zakho,1104019,109,25992,Dahuk,Zakho,Diraboon,ديربون,37.08555153,42.42681379,593,Markaz Zakho,Duhok,8749,0.067779175,13
59,id_1484,12,Al-Mahmoudiya,2309001,109,23618,Baghdad,Mahmoudiya,14 Tamooz,حي 14 تموز,32.96256919,44.35407142,83,Al-Latifya,Baghdad,1083,0.076638966,13
60,id_1485,24,Al-Mahmoudiya,2309005,109,25150,Baghdad,Mahmoudiya,Al Latefia-Al Qadessia,اللطيفية-حي القادسية,32.9704057,44.35447729,155,Al-Latifya,Baghdad,1083,0.14312096,25
61,id_1487,6,Al-Mahmoudiya,2309007,109,7615,Baghdad,Mahmoudiya,Hay Al-Askary,حي العسكري,33.00711341,44.36736377,32,Al-Latifya,Baghdad,1083,0.029547553,7
62,id_1488,6,Al-Mahmoudiya,2309008,109,25152,Baghdad,Mahmoudiya,Kilo 18,كيلو 18,32.96327341,44.36255608,170,Al-Latifya,Baghdad,1083,0.156971376,7
63,id_149,6,Zakho,1104053,109,8152,Dahuk,Zakho,Levo,ليفو,37.14849071,42.92879284,29,Batifa,Duhok,8749,0.003314665,7
64,id_1495,6,Al-Mahmoudiya,2309019,109,24091,Baghdad,Mahmoudiya,Hay Al-Rubaiy-204,حي الربيعي-204,33.05274088,44.35914081,7,Markaz Al-Mahmoudiya,Baghdad,1083,0.006463527,7
65,id_1497,6,Al-Mahmoudiya,2309022,109,25145,Baghdad,Mahmoudiya,Dereia w Um Mahar,مقاطعة ديرية وأم محار,33.09125334,44.28731733,9,Al-Yousifya,Baghdad,1083,0.008310249,7
66,id_15,12,Al-Amadiya,1101019,109,7768,Dahuk,Amedi,Mizi Village,قرية ميزي,36.94530948,43.39193416,56,Sarsank,Duhok,514,0.108949416,13
67,id_1500,12,Al-Mahmoudiya,2309030,109,7733,Baghdad,Mahmoudiya,Hay Al Zuhoor,حي الزهور,32.9673387,44.3641634,75,Al-Latifya,Baghdad,1083,0.069252078,13
68,id_151,12,Zakho,1104055,109,32024,Dahuk,Zakho,Ashe Chami Sector,قطاع آشي جمي,37.14905058,42.67518778,382,Dercar,Duhok,8749,0.043662133,13
69,id_1516,6,Al-Kadhmiyah,2310004,109,21685,Baghdad,Tarmia,Al Khadraa village,قرية الخضراء,33.67630777,44.3722268,33,Al-Tarmiya,Baghdad,2657,0.012420023,7
70,id_1519,12,Al-Kadhmiyah,2310007,109,24063,Baghdad,Tarmia,Al-Abayechi-1,العبايجي-1,33.73487167,44.39277434,33,Al-Tarmiya,Baghdad,2657,0.012420023,13
71,id_152,12,Zakho,1104056,109,32025,Dahuk,Zakho,Bazar Sector,قطاع بازار,37.14366548,42.68863239,268,Dercar,Duhok,8749,0.030632072,13
72,id_1522,6,Al-Kadhmiyah,2310010,109,25423,Baghdad,Tarmia,Hai Al Qadessia-1,حي القادسية-1,33.67167167,44.37974668,79,Al-Tarmiya,Baghdad,2657,0.029732781,7
73,id_1527,6,Al-Kadhmiyah,2310015,109,25421,Baghdad,Tarmia,Hai Al Wehda,حي الوحدة,33.66832049,44.38466767,69,Al-Tarmiya,Baghdad,2657,0.025969138,7
74,id_153,6,Zakho,1104057,109,32026,Dahuk,Zakho,Betase Sector,قطاع بيتاسي,37.05989164,42.73502621,162,Markaz Zakho,Duhok,8749,0.018516402,7
75,id_1532,6,Al-Kadhmiyah,2401005,109,25022,Diyala,Al-Khalis,Al Gserin Village,قرية كصيرين,33.69205073,44.43533355,30,Al-Tarmiya,Baghdad,2657,0.01129093,7
76,id_1536,6,Al-Khalis,2401009,109,11081,Diyala,Al-Khalis,Markaz Al Khalis,مركز الخالص,33.85814868,44.51516572,50,Markaz Al-Khalis,Diyala,767,0.065189048,7
77,id_1537,6,Al-Khalis,2401010,109,25026,Diyala,Al-Khalis,Al Mohandseen Alzraeen Village,قرية المهندسين الزراعيين,33.73181106,44.48415876,24,Hibhib,Diyala,767,0.031290743,7
78,id_154,12,Zakho,1104058,109,32027,Dahuk,Zakho,Bedar Sector,قطاع بيدار,37.14667665,42.64693669,1202,Markaz Zakho,Duhok,8749,0.13738713,13
80,id_1543,6,Al-Khalis,2401023,109,26056,Diyala,Al-Khalis,Arab Hafedh Village,قرية عرب حافظ,34.11823423,44.84095551,8,Al-Mansouriyah,Diyala,767,0.010430248,7
81,id_1545,12,Al-Khalis,2401025,109,23965,Diyala,Al-Khalis,Arab Shanon,عرب شعنون,33.81378401,44.57300913,20,Markaz Al-Khalis,Diyala,767,0.026075619,13
82,id_1551,24,Al-Khalis,2401032,109,10445,Diyala,Al-Khalis,Markaz Hibhib,مركز هبهب,33.78385382,44.5151756,115,Hibhib,Diyala,767,0.149934811,25
83,id_1554,6,Al-Khalis,2401036,109,25027,Diyala,Al-Khalis,Hibhib-Al Asry Qtr,الحي العصري,33.78093491,44.51501922,12,Hibhib,Diyala,767,0.015645372,7
84,id_1557,6,Al-Khalis,2401040,109,25036,Diyala,Al-Khalis,Hibhib-Al Shohadaa Qtr,هبهب-حي الشهداء,33.78024649,44.51121783,38,Hibhib,Diyala,767,0.049543677,7
85,id_1559,12,Al-Khalis,2401042,109,25024,Diyala,Al-Khalis,Hibhib-Hay Al Resala,هبهب-حي الرسالة,33.78644955,44.51079135,13,Hibhib,Diyala,767,0.016949153,13
86,id_1560,12,Al-Khalis,2401043,109,11425,Diyala,Al-Khalis,Jadidat Al Shat village,قرية جديدة الشط,33.6419951,44.42289478,65,Hibhib,Diyala,767,0.084745763,13
87,id_1562,6,Al-Khalis,2401046,109,25023,Diyala,Al-Khalis,Saif Saad Qtr,حي سيف سعد,33.74099851,44.494876,61,Hibhib,Diyala,767,0.079530639,7
88,id_1573,6,Baquba,2403001,109,11193,Diyala,Ba'quba,Markaz Al Abara,مركز ناحية العبارة,33.81419191,44.65675885,81,Beni Saad,Diyala,3916,0.020684372,7
