"","dependent.var","independent.var","dependent.var.value","independent.var.value","numbers","se","min","max","repeat.var","repeat.var.value"
"dependent.var451","capacity_gap","ones",NA,"ones",2.18153526970954,NA,2.11275506106269,2.2503154783564,"district","al.mosul"
"dependent.var452","capacity_gap","ones",NA,"ones",2.22388059701493,NA,2.14702582649098,2.30073536753887,"district","al.shikhan"
"dependent.var453","capacity_gap","ones",NA,"ones",2.07692307692308,NA,2.00687375782316,2.146972396023,"district","balad"
"dependent.var454","capacity_gap","ones",NA,"ones",2.55909090909091,NA,2.42538108655538,2.69280073162644,"district","al.mahmoudiya"
"dependent.var455","capacity_gap","ones",NA,"ones",2.67391304347826,NA,2.47418581776219,2.87364026919434,"district","ana"
"dependent.var456","capacity_gap","ones",NA,"ones",2.75813953488372,NA,2.60322829617501,2.91305077359244,"district","sinjar"
"dependent.var457","capacity_gap","ones",NA,"ones",1.42857142857143,NA,1.23211404226356,1.62502881487929,"district","al.diwaniya"
"dependent.var458","capacity_gap","ones",NA,"ones",1.81896551724138,NA,1.67780351391383,1.96012752056892,"district","kerbela"
"dependent.var459","capacity_gap","ones",NA,"ones",1.6195652173913,NA,1.52440824069596,1.71472219408665,"district","al.hindiya"
"dependent.var460","capacity_gap","ones",NA,"ones",1.46560846560847,NA,1.3621386010793,1.56907833013763,"district","al.ramadi"
"dependent.var461","capacity_gap","ones",NA,"ones",2.34523809523809,NA,2.23944399655377,2.45103219392242,"district","tikrit"
"dependent.var462","capacity_gap","ones",NA,"ones",1.94648829431438,NA,1.8510783714845,2.04189821714426,"district","erbil"
"dependent.var463","capacity_gap","ones",NA,"ones",2.53881278538813,NA,2.39573457846021,2.68189099231604,"district","tilkaef"
"dependent.var464","capacity_gap","ones",NA,"ones",2.54805194805195,NA,2.45781703310547,2.63828686299842,"district","al.shirqat"
"dependent.var465","capacity_gap","ones",NA,"ones",2.0082135523614,NA,1.9167018782937,2.0997252264291,"district","kirkuk"
"dependent.var466","capacity_gap","ones",NA,"ones",2.74285714285714,NA,2.49725652087947,2.98845776483482,"district","samarra"
"dependent.var467","capacity_gap","ones",NA,"ones",2.55454545454545,NA,2.36412684465447,2.74496406443643,"district","chamchamal"
"dependent.var468","capacity_gap","ones",NA,"ones",2.30578512396694,NA,2.14834986012943,2.46322038780445,"district","al.hawiga"
"dependent.var469","capacity_gap","ones",NA,"ones",1.5625,NA,1.41961655657937,1.70538344342063,"district","al.risafa"
"dependent.var470","capacity_gap","ones",NA,"ones",2.0188679245283,NA,1.85273984283264,2.18499600622396,"district","shaqlawa"
"dependent.var471","capacity_gap","ones",NA,"ones",2.4,NA,2.20301620789911,2.59698379210089,"district","al.kut"
"dependent.var472","capacity_gap","ones",NA,"ones",2.1038961038961,NA,1.9790691526917,2.22872305510051,"district","al.sulaymaniyah"
"dependent.var473","capacity_gap","ones",NA,"ones",2.02752293577982,NA,1.87326815085824,2.1817777207014,"district","duhok"
"dependent.var474","capacity_gap","ones",NA,"ones",2.13385826771654,NA,1.98147790556641,2.28623862986666,"district","koysinjaq"
"dependent.var475","capacity_gap","ones",NA,"ones",1.85915492957746,NA,1.67168264881929,2.04662721033564,"district","heet"
"dependent.var476","capacity_gap","ones",NA,"ones",2.48039215686275,NA,2.32362912753827,2.63715518618723,"district","telafar"
"dependent.var477","capacity_gap","ones",NA,"ones",2.3125,NA,2.12976779466901,2.49523220533099,"district","rania"
"dependent.var478","capacity_gap","ones",NA,"ones",1.58333333333333,NA,1.44181169418799,1.72485497247868,"district","al.karkh"
"dependent.var479","capacity_gap","ones",NA,"ones",2.04651162790698,NA,1.94495301052107,2.14807024529289,"district","aqra"
"dependent.var480","capacity_gap","ones",NA,"ones",2.32142857142857,NA,2.13838711689615,2.50447002596099,"district","derbendikhan"
"dependent.var481","capacity_gap","ones",NA,"ones",2.95953757225434,NA,2.88187760778904,3.03719753671963,"district","al.basrah"
"dependent.var482","capacity_gap","ones",NA,"ones",2.03508771929825,NA,1.93325298449088,2.13692245410561,"district","daquq"
"dependent.var483","capacity_gap","ones",NA,"ones",2.01041666666667,NA,1.7828100741931,2.23802325914023,"district","al.suwaira"
"dependent.var484","capacity_gap","ones",NA,"ones",2.29245283018868,NA,2.06956715912319,2.51533850125417,"district","kifri"
"dependent.var485","capacity_gap","ones",NA,"ones",1.6377358490566,NA,1.53210050852825,1.74337118958496,"district","al.kadhmiyah"
"dependent.var486","capacity_gap","ones",NA,"ones",2.25698324022346,NA,2.08895381742048,2.42501266302645,"district","beygee"
"dependent.var487","capacity_gap","ones",NA,"ones",1.97614991482112,NA,1.89794425912876,2.05435557051349,"district","al.hamdaniya"
"dependent.var488","capacity_gap","ones",NA,"ones",2.14130434782609,NA,1.93015777525315,2.35245092039903,"district","halabcha"
"dependent.var489","capacity_gap","ones",NA,"ones",1.39285714285714,NA,1.27308546038123,1.51262882533306,"district","al.mussyab"
"dependent.var490","capacity_gap","ones",NA,"ones",1.86363636363636,NA,1.76461917374814,1.96265355352459,"district","dibis"
"dependent.var491","capacity_gap","ones",NA,"ones",1.84046692607004,NA,1.71204494475606,1.96888890738402,"district","tooz.khurmato"
"dependent.var492","capacity_gap","ones",NA,"ones",2.55045871559633,NA,2.39197279176152,2.70894463943114,"district","dokan"
"dependent.var493","capacity_gap","ones",NA,"ones",1.36723163841808,NA,1.24501484605776,1.4894484307784,"district","al.kahla"
"dependent.var494","capacity_gap","ones",NA,"ones",2,NA,1.8727159491758,2.1272840508242,"district","makhmour"
"dependent.var495","capacity_gap","ones",NA,"ones",1.6271676300578,NA,1.53875417031552,1.71558108980009,"district","al.falluja"
"dependent.var496","capacity_gap","ones",NA,"ones",1.98969072164948,NA,1.84014421260653,2.13923723069244,"district","al.kufa"
"dependent.var497","capacity_gap","ones",NA,"ones",2.0440251572327,NA,1.94153704133006,2.14651327313535,"district","al.amadiya"
"dependent.var498","capacity_gap","ones",NA,"ones",1.27027027027027,NA,1.18498968201249,1.35555085852805,"district","al.nasiriya"
"dependent.var499","capacity_gap","ones",NA,"ones",1.2445652173913,NA,1.15023609251353,1.33889434226908,"district","al.najaf"
"dependent.var500","capacity_gap","ones",NA,"ones",2.3125,NA,2.07973731100699,2.54526268899301,"district","baquba"
"dependent.var501","capacity_gap","ones",NA,"ones",1.70046082949309,NA,1.59352454906854,1.80739710991764,"district","al.khalis"
"dependent.var502","capacity_gap","ones",NA,"ones",2.7843137254902,NA,2.53692050833482,3.03170694264557,"district","al.baaj"
"dependent.var503","capacity_gap","ones",NA,"ones",2.08354430379747,NA,2.00653790079211,2.16055070680283,"district","zakho"
"dependent.var504","vulnerability","ones",NA,"ones",1.80392156862745,NA,1.55808304978201,2.04976008747289,"district","al.kaim"
"dependent.var505","vulnerability","ones",NA,"ones",1.3879781420765,NA,1.26484555201333,1.51111073213968,"district","haditha"
"dependent.var506","vulnerability","ones",NA,"ones",1.89333333333333,NA,1.65343677301266,2.13322989365401,"district","al.rutba"
"dependent.var507","vulnerability","ones",NA,"ones",1.42213114754098,NA,1.34222231671888,1.50203997836309,"district","khanaqin"
"dependent.var508","vulnerability","ones",NA,"ones",1.13529411764706,NA,1.05527482744794,1.21531340784617,"district","al.adhamiya"
"dependent.var509","vulnerability","ones",NA,"ones",1.36571428571429,NA,1.23735818075197,1.4940703906766,"district","kalar"
"dependent.var510","vulnerability","ones",NA,"ones",1.13924050632911,NA,1.05769799221118,1.22078302044704,"district","al.hatra"
"dependent.var511","vulnerability","ones",NA,"ones",1.16923076923077,NA,1.02305726262898,1.31540427583256,"district","al.muqdadiya"
"dependent.var512","vulnerability","ones",NA,"ones",1.43730407523511,NA,1.36487524673548,1.50973290373474,"district","sumail"
"dependent.var513","vulnerability","ones",NA,"ones",1.24324324324324,NA,0.998257687569591,1.4882287989169,"district","rawanduz"
"dependent.var514","vulnerability","ones",NA,"ones",1.47835269271383,NA,1.41775695386568,1.53894843156198,"district","al.mosul"
"dependent.var515","vulnerability","ones",NA,"ones",1.43891402714932,NA,1.35528818935132,1.52253986494733,"district","al.shikhan"
"dependent.var516","vulnerability","ones",NA,"ones",1.53846153846154,NA,1.32122226784173,1.75570080908135,"district","balad"
"dependent.var517","vulnerability","ones",NA,"ones",1.3778801843318,NA,1.26018668828267,1.49557368038093,"district","al.mahmoudiya"
"dependent.var518","vulnerability","ones",NA,"ones",1.8780487804878,NA,1.67242082079835,2.08367674017726,"district","ana"
"dependent.var519","vulnerability","ones",NA,"ones",1.3680981595092,NA,1.24753622871408,1.48866009030433,"district","sinjar"
"dependent.var520","vulnerability","ones",NA,"ones",1.08888888888889,NA,1.00326010124412,1.17451767653366,"district","al.diwaniya"
"dependent.var521","vulnerability","ones",NA,"ones",1.46788990825688,NA,1.29169267137903,1.64408714513473,"district","kerbela"
"dependent.var522","vulnerability","ones",NA,"ones",1.28415300546448,NA,1.17089049269198,1.39741551823698,"district","al.hindiya"
"dependent.var523","vulnerability","ones",NA,"ones",1.17391304347826,NA,1.09226432906728,1.25556175788924,"district","al.ramadi"
"dependent.var524","vulnerability","ones",NA,"ones",1.46808510638298,NA,1.35751088004595,1.57865933272001,"district","tikrit"
"dependent.var525","vulnerability","ones",NA,"ones",1.42176870748299,NA,1.31709350851083,1.52644390645515,"district","erbil"
"dependent.var526","vulnerability","ones",NA,"ones",1.44878048780488,NA,1.33190340348866,1.56565757212109,"district","tilkaef"
"dependent.var527","vulnerability","ones",NA,"ones",1.52,NA,1.42104613435088,1.61895386564912,"district","al.shirqat"
"dependent.var528","vulnerability","ones",NA,"ones",1.53302961275626,NA,1.44172601021392,1.62433321529861,"district","kirkuk"
"dependent.var529","vulnerability","ones",NA,"ones",1.39393939393939,NA,1.15360008644636,1.63427870143243,"district","samarra"
"dependent.var530","vulnerability","ones",NA,"ones",1.5,NA,1.31940055426899,1.68059944573101,"district","chamchamal"
"dependent.var531","vulnerability","ones",NA,"ones",1.33653846153846,NA,1.21204085924681,1.46103606383012,"district","al.hawiga"
"dependent.var532","vulnerability","ones",NA,"ones",1.24822695035461,NA,1.13635512707207,1.36009877363715,"district","al.risafa"
"dependent.var533","vulnerability","ones",NA,"ones",1.40816326530612,NA,1.23329097068259,1.58303555992966,"district","shaqlawa"
"dependent.var534","vulnerability","ones",NA,"ones",1.32291666666667,NA,1.16263697251252,1.48319636082081,"district","al.kut"
"dependent.var535","vulnerability","ones",NA,"ones",1.27927927927928,NA,1.17812417220643,1.38043438635212,"district","al.sulaymaniyah"
"dependent.var536","vulnerability","ones",NA,"ones",1.52040816326531,NA,1.32503213350138,1.71578419302923,"district","duhok"
"dependent.var537","vulnerability","ones",NA,"ones",1.21551724137931,NA,1.09599083962983,1.33504364312879,"district","koysinjaq"
"dependent.var538","vulnerability","ones",NA,"ones",1.16417910447761,NA,1.06636466915845,1.26199353979677,"district","heet"
"dependent.var539","vulnerability","ones",NA,"ones",1.37113402061856,NA,1.26332824467803,1.47893979655908,"district","telafar"
"dependent.var540","vulnerability","ones",NA,"ones",1.39090909090909,NA,1.23263252069307,1.54918566112511,"district","rania"
"dependent.var541","vulnerability","ones",NA,"ones",1.16822429906542,NA,1.06254846872997,1.27390012940087,"district","al.karkh"
"dependent.var542","vulnerability","ones",NA,"ones",1.35467980295567,NA,1.23674728188417,1.47261232402716,"district","aqra"
"dependent.var543","vulnerability","ones",NA,"ones",1.31818181818182,NA,1.1622785112118,1.47408512515184,"district","derbendikhan"
"dependent.var544","vulnerability","ones",NA,"ones",1.78571428571429,NA,1.34218447135876,2.22924410006981,"district","al.basrah"
"dependent.var545","vulnerability","ones",NA,"ones",1.41588785046729,NA,1.29341373789601,1.53836196303857,"district","daquq"
"dependent.var546","vulnerability","ones",NA,"ones",1.47311827956989,NA,1.28456759275351,1.66166896638628,"district","al.suwaira"
"dependent.var547","vulnerability","ones",NA,"ones",1.32038834951456,NA,1.17174496943034,1.46903172959878,"district","kifri"
"dependent.var548","vulnerability","ones",NA,"ones",1.21455938697318,NA,1.13857775452121,1.29054101942515,"district","al.kadhmiyah"
"dependent.var549","vulnerability","ones",NA,"ones",1.5,NA,1.3736492810076,1.6263507189924,"district","beygee"
"dependent.var550","vulnerability","ones",NA,"ones",1.47079646017699,NA,1.3946671042287,1.54692581612528,"district","al.hamdaniya"
"dependent.var551","vulnerability","ones",NA,"ones",1.31521739130435,NA,1.1639644121187,1.46647037049,"district","halabcha"
"dependent.var552","vulnerability","ones",NA,"ones",1.26190476190476,NA,1.10578150181443,1.4180280219951,"district","al.mussyab"
"dependent.var553","vulnerability","ones",NA,"ones",1.26428571428571,NA,1.14739044062835,1.38118098794308,"district","dibis"
"dependent.var554","vulnerability","ones",NA,"ones",1.47417840375587,NA,1.34734160039793,1.60101520711381,"district","tooz.khurmato"
"dependent.var555","vulnerability","ones",NA,"ones",1.27522935779817,NA,1.14035835148094,1.41010036411539,"district","dokan"
"dependent.var556","vulnerability","ones",NA,"ones",1.24712643678161,NA,1.13973463763267,1.35451823593054,"district","al.kahla"
"dependent.var557","vulnerability","ones",NA,"ones",1.27922077922078,NA,1.16012799914306,1.3983135592985,"district","makhmour"
"dependent.var558","vulnerability","ones",NA,"ones",1.22543352601156,NA,1.15726115040693,1.29360590161619,"district","al.falluja"
"dependent.var559","vulnerability","ones",NA,"ones",1.515625,NA,1.37089955585888,1.66035044414112,"district","al.kufa"
"dependent.var560","vulnerability","ones",NA,"ones",1.56,NA,1.39785697737543,1.72214302262457,"district","al.amadiya"
"dependent.var561","vulnerability","ones",NA,"ones",1.38461538461538,NA,1.15846569409153,1.61076507513924,"district","al.nasiriya"
"dependent.var562","vulnerability","ones",NA,"ones",1.53038674033149,NA,1.38835813635092,1.67241534431206,"district","al.najaf"
"dependent.var563","vulnerability","ones",NA,"ones",1.13253012048193,NA,1.01725771603061,1.24780252493325,"district","baquba"
"dependent.var564","vulnerability","ones",NA,"ones",1.32843137254902,NA,1.22514936944559,1.43171337565245,"district","al.khalis"
"dependent.var565","vulnerability","ones",NA,"ones",1.17391304347826,NA,1.04751754837471,1.30030853858181,"district","al.baaj"
"dependent.var566","vulnerability","ones",NA,"ones",1.43455497382199,NA,1.34588780555215,1.52322214209182,"district","zakho"
